Provincia;Isla;Municipio;Nombre Playa o ZBM;ID DGE;Clasificación;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;ID MAPAMA;Nombre MAPAMA;ID Pilotaje Litoral;Nombre Pilotaje Litoral;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);PSS Registrado DGSE;PSS Nº Registro;PSS Fecha Registro;Fecha de última actualización
Las Palmas;Gran Canaria;Mogán;Medio Almud;321081700;Libre;Moderado;Media;Medio;Playa;2887;Medio Almud;30009;PLAYA DE LOS MEDIOS ALMUDES;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;87;40;Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;55248;"27°48'06.46825614""N";"15°44'23.82437856""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Tiritaña;321081800;Libre;Bajo;Baja;;Playa;2888;Tiritaña;30008;PLAYA TIRITAÑA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;86;12;Arena;Oscura;Oleaje moderado;Aislada;A pie fácil / Barco;55248;"27°48'26.95867187""N";"15°44'44.29966159""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Taurito;321081900;Libre;Alto;Alta;Medio;Playa;2890;Taurito;30007;PLAYA DE TAURITO;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;No;No;160;72;Callaos / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°48'52.00882545""N";"15°45'11.02610201""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Playa de La Puntilla;321082000;Peligrosa;Bajo;Baja;Medio;Playa;;;30025;PLAYA DE LA PUNTILLA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;211;16;Callaos;;;Semiurbana;;55248;"27°49'02.41405193""N";"15°45'42.41595948""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Mogán;321082100;Libre;Alto;Alta;Bajo;Playa;2891;Mogán;30006;PLAYA DE MOGAN;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;Si;No;209;35;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;55248;"27°49'05.60054787""N";"15°45'49.45868494""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Perchel;321082200;Libre;Bajo;Baja;;Playa;203.504;Perchel;30026;PLAYA DEL PERCHEL;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;130;25;Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Barco;55248;"27°49'49.65617616""N";"15°46'45.37598702""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Veneguera;321082300;Libre;Moderado;Media;Medio;Playa;2892;Veneguera;30004;PLAYA DE VENEGUERA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;370;35;Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;55248;"27°50'47.79258796""N";"15°47'29.28160630""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Playa de la Cantera;321082400;Libre;Bajo;Baja;;Playa;2928;Ambar;30003;PLAYA DEL CERRILLO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;220;17;Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie fácil;55248;"27°51'03.56325031""N";"15°47'43.45582681""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Playa de La Camellita;321082500;Libre;Bajo;Baja;Medio;Playa;;;30002;PLAYA DE LA CAMELLITA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;257;30;Roca;;;Semiurbana;;55248;"27°51'11.21374173""N";"15°47'49.40793469""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Mogán;Los Secos;321096100;Libre;Bajo;Baja;;Playa;2893;Los Secos;30001;PLAYA DE LOSECOS;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;260;25;Grava / Arena;Oscura;Aguas tranquilas;Aislada;Barco;55248;"27°51'28.25128270""N";"15°47'55.46984021""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Moya;La Bajilla;322084100;Peligrosa;Bajo;Baja;Bajo;Playa;2894;San Lorenzo;30097;PLAYA SAN LORENZO;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;90;15;Roca / Callaos / Grava;;Oleaje fuerte;Aislada;A pie fácil / Coche;7872;"28°08'48.98262201""N";"15°35'12.33665019""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Moya;Piscina Natural Charco de San Lorenzo;322084200;Libre;Alto;Alta;Bajo;ZBM;2895;Charco San Lorenzo;30096;CHARCO DE SAN LORENZO;No;No;No;No;No;No;Si;Si;No;Si;No;No;No;No;No;120;8;Roca / Gravas;;Aguas tranquilas;Semiurbana;A pie fácil / Coche;7872;"28°08'39.87877291""N";"15°34'38.57822366""W";Si;0031-322084200 ;11/11/2020;07/12/2023
Las Palmas;Gran Canaria;Moya;El Roque;322084300;Peligrosa;Bajo;Baja;Medio;Playa;2943;El Roque;30095;Playa El Pagador;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;315;25;Callaos;;Oleaje fuerte;Aislada;A pie fácil / Coche;7872;"28°08'37.30072239""N";"15°34'30.40648950""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Moya;Varadero;322084400;Peligrosa;Bajo;Baja;;Playa;2944;El Altillo;30094;EL ROQUE;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;410;7;Callaos;;Oleaje fuerte;Semiurbana;A pie fácil;7872;"28°08'40.90093972""N";"15°34'19.48284000""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Moya;Piscina Natural El Altillo;322084500;Libre;Moderado;Media;Bajo;ZBM;;;30093;PLAYA EL ALTILLO;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;30;40;Roca / Callaos;;Aguas tranquilas;Urbana;A pie fácil;7872;"28°08'46.22011316""N";"15°33'55.84234916""W";Si;0032-322084500 ;11/11/2020;07/12/2023
Las Palmas;Gran Canaria;Moya;La Caleta;322084600;Peligrosa;Bajo;Baja;Medio;Playa;2945;Boquini;30092;BOQUINI;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;480;15;Callaos;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;7872;"28°08'44.11406464""N";"15°33'43.11219929""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Moya;Costa Lairaga;322084700;Peligrosa;Bajo;Baja;Medio;Playa;2894;San Lorenzo;30097;Playa San Lorenzo;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;905;15;Callaos;;Oleaje fuerte;Aislada;A pie fácil / Coche;7872;"28°08'41.66491239""N";"15°34'56.56475435""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Moya;Zona Playa El Altillo Este-Oeste  de la piscina del Altillo;322084800;Peligrosa;Bajo;Baja;Medio;Playa;;;30093;PLAYA EL ALTILLO;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;195;6;Roca / Callaos;;Oleaje fuerte;Urbana;A pie fácil / Coche;7872;"28°08'44.18967154""N";"15°33'52.10792921""W";Si;0032-322084500;11/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa de Los Muellitos;323086100;Libre;Moderado;Media;Bajo;Playa;2902;Los Muellitos;30080;LOS MUELLITOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;70;40;Callaos / Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;384122;"28°07'51.39490271""N";"15°26'58.82548452""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 1 - La Puntilla;323086201;Libre;Alto;Alta;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;405;50;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'48.54213355""N";"15°25'50.91692416""W";No;0064-323086201;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 2 - San José;323086202;Libre;Alto;Alta;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;453;50;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'37.62482382""N";"15°25'57.96230816""W";No;"0065-323086202
";05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 3 - Muro Marrero;323086203;Libre;Alto;Alta;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;416;50;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'30.69029961""N";"15°26'05.38658954""W";No;0066-323086203;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 4 - Peña la Vieja;323086204;Libre;Moderado;Media;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;428;50;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'13.53709594""N";"15°26'16.64511641""W";No;0067-323086204;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 5 - Churruca;323086205;Libre;Moderado;Media;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;444;50;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'05.37989463""N";"15°26'27.58249830""W";No;0068-323086205;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 6 - La Cicer;323086206;Libre;Moderado;Media;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;425;50;Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;384122;"28°07'55.98586189""N";"15°26'38.03848793""W";No;0069-323086206;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Las Canteras Sector 7 - Auditorio;323086207;Libre;Bajo;Baja;Medio;Playa;2897;Las Canteras;30078;PLAYA DE LAS CANTERAS;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;361;50;Arena;Dorada;Oleaje moderado;Urbana;A pie fácil / Coche;384122;"28°07'50.12518954""N";"15°26'50.41380879""W";No;0070-323086207;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa de El Confital;323086300;Peligrosa;Moderado;Media;Medio;Playa;2898;El Confital;30077;PLAYA EL CONFITAL;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;180;25;Roca / Arena;Dorada;Oleaje fuerte;Aislada;A pie fácil / Coche;384122;"28°09'31.89821780""N";"15°26'08.07444180""W";Si;0071-323086300;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa de las Alcaravaneras;323086400;Libre;Moderado;Media;Bajo;Playa;2899;Alcavaneras;30199;PLAYA DE LAS ALCARAVANERAS;No;Si;Si;null;null;null;No;No;No;Si;No;No;No;No;No;550;85;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°07'50.62304237""N";"15°25'44.76265512""W";Si;0072-323086400;05/02/2020;08/01/2026
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa de San Cristóbal;323086500;Uso Prohibido;null;;;Playa;2900;San Cristóbal;30076;PLAYA DE SAN CRISTÓBAL;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;950;28;Callaos;;Oleaje moderado;Urbana;A pie fácil / Coche;384122;"28°04'38.14857261""N";"15°24'51.93079555""W";No;;;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa de La Puntilla;323086600;Libre;Moderado;Media;Bajo;Playa;;;;;null;No;null;null;null;null;null;null;null;null;null;null;null;null;null;30;20;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°04'33.25988867""N";"15°24'52.00001383""W";Si;0073-323086600;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Piscinas Naturales de La Laja;323086700;Libre;Moderado;Media;Bajo;ZBM;;;30173;PISCINAS NATURALES DE LA LAJA;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;;;;;;Semiurbana;;384122;"28°03'48.76690481""N";"15°25'07.96711709""W";Si;0074-323086700;05/02/2020;08/01/2026
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa de La Laja;323086800;Libre;Moderado;Media;Medio;Playa;353.501;La Laja;30172;PLAYA DE LA LAJA;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;1200;30;Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;384122;"28°03'28.23099354""N";"15°25'07.53637404""W";Si;0075-323086800;05/02/2020;07/12/2023
Las Palmas;Gran Canaria;Las Palmas de Gran Canaria;Playa De Jinámar - Bocabarranco;323086900;Uso Prohibido;null;;;Playa;2896;Boca Barranco;30074;PLAYA DE JINAMAR;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;260;10;Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;384122;"28°01'54.01129377""N";"15°23'47.53574332""W";No;;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Los Tártagos;324090100;Peligrosa;Bajo;Baja;Bajo;Playa;2904;Boca las Castillas;30056;PLAYA DE LOS TÁRTAGOS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;1700;20;Callaos;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°48'00.16062937""N";"15°26'24.47365249""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Las Casillas;324090200;Peligrosa;Bajo;Baja;Medio;Playa;;;30053;PLAYA DE LAS CASILLAS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;567;36;Callaos;;;Mixto;;106894;"27°47'53.93353598""N";"15°27'23.41672725""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Piscinas naturales del Castillo del Romeral;324090300;Libre;Bajo;Baja;Bajo;ZBM;;;30191;PISCINAS NATURALES DE CASTILLO DEL ROMERAL;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;329;9;Cemento;;;Urbana;;106894;"27°47'52.89258193""N";"15°27'35.29998629""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Corral de Espìno;324090400;Peligrosa;Bajo;Baja;Bajo;Playa;2905;;30052;PLAYA CORRAL DE ESPINO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;1450;20;Callaos / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;106894;"27°47'36.52849120""N";"15°28'31.80632177""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de La Tabaibita;324090500;Peligrosa;Bajo;Baja;Bajo;Playa;;;30055;PLAYA DE LA TABAIBITA;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;868;29;Callaos;;;Aislada;;106894;"27°47'37.84477291""N";"15°28'48.04801623""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa El Cardón;324090600;Peligrosa;Bajo;Baja;Bajo;Playa;2906;El Cardón;30051;PLAYA EL CARDÓN;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;1500;27;Callaos / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;106894;"27°47'26.85840600""N";"15°29'29.58981485""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa del Morrete;324090700;Peligrosa;Bajo;Baja;Bajo;Playa;;;30054;PLAYA DEL MORRETE;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;367;16;Callaos;;;Aislada;;106894;"27°47'18.27509506""N";"15°29'50.49558740""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Tarajalillo;324090800;Peligrosa;Bajo;Baja;Medio;Playa;2907;Tarajalillo;30050;PLAYA TARAJALILLO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;2240;30;Callaos / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°46'57.99892975""N";"15°30'17.22583797""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Bahía Felíz;324090900;Libre;Bajo;Baja;Medio;Playa;;;30192;PLAYA BAHÍA FELIZ;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;206;10;Callaos / Grava;;;Urbana;A pie fácil / Coche;106894;"27°46'45.40168080""N";"15°31'22.88688832""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa El Águila;324091000;Libre;Bajo;Baja;Medio;Playa;2908;El Águila;30049;PLAYA EL ÁGUILA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;430;40;Callaos / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°46'38.54175109""N";"15°31'36.48075803""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa El Pirata;324091100;Libre;Bajo;Baja;Medio;Playa;2909;El Besudo;30048;PLAYA EL BESUDO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;170;30;Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil;106894;"27°46'20.68378860""N";"15°31'58.85309573""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de San Agustín;324091200;Peligrosa;Alto;Alta;Alto;Playa;2910;San Agustín;30047;PLAYA DE SAN AGUSTÍN;Si;Si;null;null;null;null;Si;No;No;Si;No;No;No;No;No;670;70;Arena;Dorada;Oleaje moderado / Ventosa;Urbana;A pie fácil / Coche;106894;"27°46'09.44202249""N";"15°32'27.18526822""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Las Burras;324091300;Peligrosa;Alto;Alta;Alto;Playa;2911;Las Burras;30046;PLAYA DE LAS BURRAS;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;300;110;Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°45'59.48152784""N";"15°33'04.53462234""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de las Burras Chicas;324091400;Libre;null;null;Medio;Playa;;;30045;PLAYA DE LAS BURRAS CHICAS;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;694;39;Arena;;;Mixto;;106894;"27°45'55.03550879""N";"15°33'13.65596423""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa del Cochino;324091500;Libre;Alto;Alta;Alto;Playa;2912;El Cochino;30044;PLAYA DEL COCHINO;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;250;20;Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil / Coche;106894;"27°45'46.70715452""N";"15°33'34.89216844""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa del Inglés;324091600;Libre;Alto;Alta;Alto;Playa;2913;El Inglés;30043;PLAYA DEL INGLES;Si;Si;null;null;null;null;Si;No;Si;Si;No;No;No;No;No;2700;50;Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;106894;"27°44'37.55815739""N";"15°34'08.09863813""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Maspalomas;324091700;Libre;Alto;Alta;Alto;Playa;2914;Maspalomas;30042;PLAYA MASPALOMAS;Si;Si;null;null;null;null;No;No;Si;Si;No;No;No;No;No;2710;75;Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil / Coche;106894;"27°44'09.65339375""N";"15°35'03.68395895""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa El Faro;324091800;Peligrosa;Bajo;Baja;Medio;Playa;2915;El Faro;30041;PLAYA EL FARO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;320;39;Callaos / Grava;;Oleaje moderado;Urbana;A pie fácil;106894;"27°44'11.25711800""N";"15°36'08.71894301""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Pedrazo;324091900;Libre;Bajo;Baja;Medio;Playa;;;30193;PLAYA DE PEDRAZO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;273;6;Callaos;;;Urbana;;106894;"27°44'18.24541925""N";"15°36'17.47835345""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Las Mujeres;324092000;Libre;Bajo;Baja;Medio;Playa;2916;Las Mujeres;30040;PLAYA LAS MUJERES;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;520;25;Callaos / Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil;106894;"27°44'32.44643726""N";"15°36'32.46769347""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Las Meloneras;324092100;Libre;Moderado;Media;Medio;Playa;2917;Las Meloneras;30039;PLAYA LAS MELONERAS;Si;Si;null;null;null;null;No;No;Si;No;No;No;No;No;No;283;68;Callaos / Grava / Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;106894;"27°44'42.81828451""N";"15°36'43.69652882""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Pasito Blanco;324092200;Libre;Alto;Alta;Alto;Playa;2918;Pasito Blanco;30038;PLAYA PASITO BLANCO;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;203;76;Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil;106894;"27°44'56.66148423""N";"15°37'14.32957328""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Pasito Bea;324092300;Libre;Moderado;Media;Medio;Playa;203.502;Pocilla Beda;30037;PLAYA PASITO BEA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;158;89;Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;106894;"27°44'55.38209989""N";"15°38'04.31788819""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Montaña Arena;324092400;Libre;Moderado;Media;Medio;Playa;2919;Montaña de Arena;30023;PLAYA DE MONTAÑA DE ARENA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;250;60;Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;106894;"27°45'02.82491600""N";"15°38'19.10794418""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Las Carpinteras;324092500;Libre;Moderado;Media;Medio;Playa;2920;Las Carpinteras;30035;PLAYA LAS CARPINTERAS;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;181;13;Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Coche;106894;"27°45'03.87233758""N";"15°38'35.18520723""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Cueva del Caldero;324092600;Libre;Bajo;Baja;Bajo;Playa;;;30036;PLAYA 30036;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;102;18;Roca / Callaos / Grava;;;Aislada;;106894;"27°45'04.03075047""N";"15°38'40.03472933""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Triana;324092700;Libre;Bajo;Baja;Bajo;Playa;2921;Triana;30034;PLAYA TRIANA;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;574;30;Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil / Coche;106894;"27°45'16.26854209""N";"15°39'04.40979235""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Los Bigotes;324092800;Libre;Bajo;Baja;Bajo;Playa;2922;Los Bigotes;30033;PLAYA LOS BIGOTES;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;75;18;Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil;106894;"27°45'19.72973979""N";"15°39'13.84963002""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa del Llanillo;324092900;Libre;Bajo;Baja;Bajo;Playa;2923;Llanillo;30031;PLAYA LLANILLO;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;290;38;Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Coche;106894;"27°45'24.59159950""N";"15°39'34.92162085""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Lomo Galeón;324093000;Peligrosa;Bajo;Baja;Bajo;Playa;2924;Lomo Galeón;30030;PLAYA LOMO GALEÓN;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;32;24;Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Barco;106894;"27°45'20.69447641""N";"15°39'55.37490644""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de Molina;324093100;Peligrosa;Bajo;Baja;Bajo;Playa;2925;El Molinero;30029;PLAYA EL MOLINERO;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;197;10;Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Barco;106894;"27°45'19.21945017""N";"15°40'04.18177506""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa Santa Agueda;324093200;Libre;Bajo;Baja;Bajo;Playa;2926;Santa Águeda;30028;PLAYA SANTA ÁGUEDA;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;218;58;Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;106894;"27°45'13.33120498""N";"15°40'15.80567594""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;San Bartolomé de Tirajana;Playa de El Parchel;324093300;Peligrosa;Bajo;Baja;Bajo;Playa;203.501;El Parchel;30005;PLAYA DEL PARCHEL;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;357;18;Callaos / Grava;;Oleaje fuerte;Urbana;A pie fácil / Coche;106894;"27°45'07.06717847""N";"15°40'31.97733014""W";No;En proceso;;07/12/2023
Las Palmas;Gran Canaria;La Aldea de San Nicolás;Playa de Los Secos;325096100;Libre;Bajo;Baja;;Playa;2893;;30001;;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;260;25;Grava / Arena;Oscura;Aguas tranquilas;Aislada;Barco;entre 5.000 y 20.000;"27°51'34.00371806""N";"15°47'57.67271848""W";No;;;07/12/2023
